game_id,team,is_home,position,player_id,player_name,pitcher_hand,pitcher_era,pitcher_so
778403,Yankees,False,P,471911,Carlos Carrasco,RHP,7.71,10
778403,Tigers,True,P,669373,Tarik Skubal,LHP,3.78,16
778403,Yankees,False,(R) 1B,502671,Paul Goldschmidt,,,
778403,Yankees,False,(L) DH,700250,Ben Rice,,,
778403,Yankees,False,(R) RF,592450,Aaron Judge,,,
778403,Yankees,False,(L) 2B,665862,Jazz Chisholm Jr.,,,
778403,Yankees,False,(R) SS,683011,Anthony Volpe,,,
778403,Yankees,False,(L) C,669224,Austin Wells,,,
778403,Yankees,False,(S) LF,691176,Jasson Domínguez,,,
778403,Yankees,False,(L) CF,663757,Trent Grisham,,,
778403,Yankees,False,(R) 3B,672724,Oswald Peraza,,,
778403,Tigers,True,(R) DH,669234,Justyn-Henry Malloy,,,
778403,Tigers,True,(L) LF,681481,Kerry Carpenter,,,
778403,Tigers,True,(L) CF,682985,Riley Greene,,,
778403,Tigers,True,(R) 1B,679529,Spencer Torkelson,,,
778403,Tigers,True,(L) 2B,690993,Colt Keith,,,
778403,Tigers,True,(L) RF,656716,Zach McKinstry,,,
778403,Tigers,True,(R) C,693307,Dillon Dingler,,,
778403,Tigers,True,(L) SS,700242,Trey Sweeney,,,
778403,Tigers,True,(R) 3B,595879,Javier Báez,,,
778402,White Sox,False,P,681343,Shane Smith,RHP,1.54,9
778402,Guardians,True,P,594902,Ben Lively,RHP,4.40,11
778402,White Sox,False,(L) RF,643565,Mike Tauchman,,,
778402,White Sox,False,(R) CF,673357,Luis Robert Jr.,,,
778402,White Sox,False,(L) DH,665155,Nick Maton,,,
778402,White Sox,False,(R) 1B,683734,Andrew Vaughn,,,
778402,White Sox,False,(L) C,642136,Matt Thaiss,,,
778402,White Sox,False,(R) 2B,672820,Lenyn Sosa,,,
778402,White Sox,False,(R) 3B,678246,Miguel Vargas,,,
778402,White Sox,False,(S) LF,681460,Brooks Baldwin,,,
778402,White Sox,False,(R) SS,676070,Jacob Amaya,,,
778402,Guardians,True,(L) LF,680757,Steven Kwan,,,
778402,Guardians,True,(S) 3B,608070,José Ramírez,,,
778402,Guardians,True,(S) 1B,467793,Carlos Santana,,,
778402,Guardians,True,(L) DH,700932,Kyle Manzardo,,,
778402,Guardians,True,(R) CF,657041,Lane Thomas,,,
778402,Guardians,True,(L) RF,666134,Nolan Jones,,,
778402,Guardians,True,(R) 2B,672356,Gabriel Arias,,,
778402,Guardians,True,(L) C,666310,Bo Naylor,,,
778402,Guardians,True,(S) SS,677587,Brayan Rocchio,,,
778407,Marlins,False,P,687362,Connor Gillispie,RHP,3.86,12
778407,Mets,True,P,605280,Clay Holmes,RHP,4.30,20
778407,Marlins,False,(S) DH,669364,Xavier Edwards,,,
778407,Marlins,False,(L) RF,669065,Kyle Stowers,,,
778407,Marlins,False,(L) 1B,670223,Matt Mervis,,,
778407,Marlins,False,(L) LF,665052,Griffin Conine,,,
778407,Marlins,False,(R) 2B,672640,Otto Lopez,,,
778407,Marlins,False,(L) C,689414,Liam Hicks,,,
778407,Marlins,False,(R) CF,656537,Derek Hill,,,
778407,Marlins,False,(L) 3B,688363,Graham Pauley,,,
778407,Marlins,False,(R) SS,691594,Javier Sanoja,,,
778407,Mets,True,(S) SS,596019,Francisco Lindor,,,
778407,Mets,True,(L) RF,665742,Juan Soto,,,
778407,Mets,True,(R) 1B,624413,Pete Alonso,,,
778407,Mets,True,(L) LF,607043,Brandon Nimmo,,,
778407,Mets,True,(R) 3B,668901,Mark Vientos,,,
778407,Mets,True,(R) DH,516782,Starling Marte,,,
778407,Mets,True,(R) CF,621438,Tyrone Taylor,,,
778407,Mets,True,(L) 2B,683146,Brett Baty,,,
778407,Mets,True,(R) C,663584,Hayden Senger,,,
778408,Cardinals,False,P,543243,Sonny Gray,RHP,4.50,19
778408,Pirates,True,P,694973,Paul Skenes,RHP,3.44,20
778408,Cardinals,False,(L) LF,687363,Victor Scott II,,,
778408,Cardinals,False,(R) DH,575929,Willson Contreras,,,
778408,Cardinals,False,(L) 2B,680977,Brendan Donovan,,,
778408,Cardinals,False,(R) 3B,571448,Nolan Arenado,,,
778408,Cardinals,False,(L) 1B,676475,Alec Burleson,,,
778408,Cardinals,False,(R) RF,691023,Jordan Walker,,,
778408,Cardinals,False,(R) C,686780,Pedro Pagés,,,
778408,Cardinals,False,(L) CF,672279,Michael Siani,,,
778408,Cardinals,False,(R) SS,691026,Masyn Winn,,,
778408,Pirates,True,(L) LF,669261,Jack Suwinski,,,
778408,Pirates,True,(S) DH,668804,Bryan Reynolds,,,
778408,Pirates,True,(L) CF,665833,Oneil Cruz,,,
778408,Pirates,True,(R) 3B,663647,Ke'Bryan Hayes,,,
778408,Pirates,True,(L) 1B,665839,Enmanuel Valdez,,,
778408,Pirates,True,(R) RF,502054,Tommy Pham,,,
778408,Pirates,True,(S) C,682848,Endy Rodríguez,,,
778408,Pirates,True,(L) 2B,624428,Adam Frazier,,,
778408,Pirates,True,(R) SS,643396,Isiah Kiner-Falefa,,,
778409,Dodgers,False,P,680736,Justin Wrobleski,LHP,14.40,4
778409,Nationals,True,P,695418,Brad Lord,RHP,1.80,4
778409,Dodgers,False,(L) DH,660271,Shohei Ohtani,,,
778409,Dodgers,False,(R) SS,605141,Mookie Betts,,,
778409,Dodgers,False,(S) 2B,669242,Tommy Edman,,,
778409,Dodgers,False,(R) RF,606192,Teoscar Hernández,,,
778409,Dodgers,False,(L) LF,624424,Michael Conforto,,,
778409,Dodgers,False,(R) 1B,571771,Enrique Hernández,,,
778409,Dodgers,False,(L) 3B,571970,Max Muncy,,,
778409,Dodgers,False,(R) CF,681624,Andy Pages,,,
778409,Dodgers,False,(R) C,605131,Austin Barnes,,,
778409,Nationals,True,(R) LF,669743,Alex Call,,,
778409,Nationals,True,(L) DH,695578,James Wood,,,
778409,Nationals,True,(S) C,660688,Keibert Ruiz,,,
778409,Nationals,True,(L) 1B,663993,Nathaniel Lowe,,,
778409,Nationals,True,(R) 3B,642708,Amed Rosario,,,
778409,Nationals,True,(L) 2B,671277,Luis García Jr.,,,
778409,Nationals,True,(R) SS,657557,Paul DeJong,,,
778409,Nationals,True,(R) RF,686611,Dylan Crews,,,
778409,Nationals,True,(R) CF,696285,Jacob Young,,,
778404,Blue Jays,False,P,687922,Easton Lucas,LHP,0.00,11
778404,Red Sox,True,P,676979,Garrett Crochet,LHP,1.45,17
778404,Blue Jays,False,(R) SS,666182,Bo Bichette,,,
778404,Blue Jays,False,(R) 1B,665489,Vladimir Guerrero Jr.,,,
778404,Blue Jays,False,(S) DH,623993,Anthony Santander,,,
778404,Blue Jays,False,(R) RF,543807,George Springer,,,
778404,Blue Jays,False,(R) 3B,676391,Ernie Clement,,,
778404,Blue Jays,False,(R) 2B,676914,Davis Schneider,,,
778404,Blue Jays,False,(R) CF,664702,Myles Straw,,,
778404,Blue Jays,False,(S) C,623168,Tyler Heineman,,,
778404,Blue Jays,False,(L) LF,702176,Alan Roden,,,
778404,Red Sox,True,(L) LF,680776,Jarren Duran,,,
778404,Red Sox,True,(L) DH,646240,Rafael Devers,,,
778404,Red Sox,True,(R) 3B,608324,Alex Bregman,,,
778404,Red Sox,True,(R) RF,608701,Rob Refsnyder,,,
778404,Red Sox,True,(R) SS,596115,Trevor Story,,,
778404,Red Sox,True,(R) 2B,692225,Kristian Campbell,,,
778404,Red Sox,True,(R) 1B,663853,Romy Gonzalez,,,
778404,Red Sox,True,(R) C,665966,Carlos Narváez,,,
778404,Red Sox,True,(R) CF,678882,Ceddanne Rafaela,,,
778417,Angels,False,P,543294,Kyle Hendricks,RHP,1.64,8
778417,Rays,True,P,669358,Shane Baz,RHP,1.38,16
778417,Angels,False,(R) LF,621493,Taylor Ward,,,
778417,Angels,False,(S) 3B,650859,Luis Rengifo,,,
778417,Angels,False,(R) RF,545361,Mike Trout,,,
778417,Angels,False,(R) DH,624585,Jorge Soler,,,
778417,Angels,False,(R) C,518595,Travis d'Arnaud,,,
778417,Angels,False,(L) 1B,694384,Nolan Schanuel,,,
778417,Angels,False,(R) 2B,677347,Kyren Paris,,,
778417,Angels,False,(R) CF,666176,Jo Adell,,,
778417,Angels,False,(R) SS,641313,Tim Anderson,,,
778417,Rays,True,(R) DH,650490,Yandy Díaz,,,
778417,Rays,True,(L) 2B,664040,Brandon Lowe,,,
778417,Rays,True,(R) 3B,691406,Junior Caminero,,,
778417,Rays,True,(L) 1B,666018,Jonathan Aranda,,,
778417,Rays,True,(R) LF,666624,Christopher Morel,,,
778417,Rays,True,(L) CF,670224,Kameron Misner,,,
778417,Rays,True,(R) C,643376,Danny Jansen,,,
778417,Rays,True,(S) RF,663968,Jake Mangum,,,
778417,Rays,True,(S) SS,670764,Taylor Walls,,,
778406,Phillies,False,P,554430,Zack Wheeler,RHP,3.44,25
778406,Braves,True,P,519242,Chris Sale,LHP,6.75,17
778406,Phillies,False,(R) SS,607208,Trea Turner,,,
778406,Phillies,False,(L) 1B,547180,Bryce Harper,,,
778406,Phillies,False,(R) 3B,664761,Alec Bohm,,,
778406,Phillies,False,(L) DH,656941,Kyle Schwarber,,,
778406,Phillies,False,(R) RF,592206,Nick Castellanos,,,
778406,Phillies,False,(R) C,592663,J.T. Realmuto,,,
778406,Phillies,False,(R) LF,624641,Edmundo Sosa,,,
778406,Phillies,False,(L) 2B,681082,Bryson Stott,,,
778406,Phillies,False,(R) CF,679032,Johan Rojas,,,
778406,Braves,True,(L) CF,671739,Michael Harris II,,,
778406,Braves,True,(S) 2B,645277,Ozzie Albies,,,
778406,Braves,True,(R) DH,542303,Marcell Ozuna,,,
778406,Braves,True,(L) 1B,621566,Matt Olson,,,
778406,Braves,True,(R) 3B,663586,Austin Riley,,,
778406,Braves,True,(R) LF,650559,Bryan De La Cruz,,,
778406,Braves,True,(L) RF,672284,Jarred Kelenic,,,
778406,Braves,True,(R) C,669221,Sean Murphy,,,
778406,Braves,True,(R) SS,606115,Orlando Arcia,,,
778401,Rangers,False,P,571578,Patrick Corbin,LHP,6.75,0
778401,Cubs,True,P,592791,Jameson Taillon,RHP,6.06,14
778401,Rangers,False,(R) 2B,543760,Marcus Semien,,,
778401,Rangers,False,(L) SS,608369,Corey Seager,,,
778401,Rangers,False,(R) LF,694671,Wyatt Langford,,,
778401,Rangers,False,(L) DH,592626,Joc Pederson,,,
778401,Rangers,False,(R) RF,666969,Adolis García,,,
778401,Rangers,False,(L) 1B,669701,Josh Smith,,,
778401,Rangers,False,(R) 3B,673962,Josh Jung,,,
778401,Rangers,False,(S) C,641680,Jonah Heim,,,
778401,Rangers,False,(S) CF,665750,Leody Taveras,,,
778401,Cubs,True,(S) LF,664023,Ian Happ,,,
778401,Cubs,True,(R) DH,673548,Seiya Suzuki,,,
778401,Cubs,True,(L) RF,663656,Kyle Tucker,,,
778401,Cubs,True,(R) 1B,457759,Justin Turner,,,
778401,Cubs,True,(R) SS,621020,Dansby Swanson,,,
778401,Cubs,True,(R) 2B,663538,Nico Hoerner,,,
778401,Cubs,True,(L) CF,691718,Pete Crow-Armstrong,,,
778401,Cubs,True,(R) 3B,807713,Matt Shaw,,,
778401,Cubs,True,(R) C,608348,Carson Kelly,,,
778400,Twins,False,P,641154,Pablo López,RHP,1.62,14
778400,Royals,True,P,666142,Cole Ragans,LHP,2.81,24
778400,Twins,False,(R) CF,621439,Byron Buxton,,,
778400,Twins,False,(R) C,680777,Ryan Jeffers,,,
778400,Twins,False,(L) LF,663616,Trevor Larnach,,,
778400,Twins,False,(R) SS,621043,Carlos Correa,,,
778400,Twins,False,(R) 3B,669304,Jose Miranda,,,
778400,Twins,False,(R) 1B,664034,Ty France,,,
778400,Twins,False,(L) DH,666397,Edouard Julien,,,
778400,Twins,False,(R) RF,664056,Harrison Bader,,,
778400,Twins,False,(S) 2B,681508,Mickey Gasper,,,
778400,Royals,True,(R) DH,663697,Jonathan India,,,
778400,Royals,True,(R) SS,677951,Bobby Witt Jr.,,,
778400,Royals,True,(L) 1B,686469,Vinnie Pasquantino,,,
778400,Royals,True,(R) C,521692,Salvador Perez,,,
778400,Royals,True,(L) 2B,686681,Michael Massey,,,
778400,Royals,True,(R) LF,592192,Mark Canha,,,
778400,Royals,True,(L) RF,669004,MJ Melendez,,,
778400,Royals,True,(R) 3B,672580,Maikel Garcia,,,
778400,Royals,True,(L) CF,664728,Kyle Isbel,,,
778394,Brewers,False,P,642547,Freddy Peralta,RHP,2.00,22
778394,Rockies,True,P,607536,Kyle Freeland,LHP,3.79,15
778394,Brewers,False,(R) RF,694192,Jackson Chourio,,,
778394,Brewers,False,(L) DH,592885,Christian Yelich,,,
778394,Brewers,False,(R) C,661388,William Contreras,,,
778394,Brewers,False,(R) 1B,656555,Rhys Hoskins,,,
778394,Brewers,False,(L) CF,686217,Sal Frelick,,,
778394,Brewers,False,(R) 3B,681962,Vinny Capra,,,
778394,Brewers,False,(S) LF,686555,Isaac Collins,,,
778394,Brewers,False,(R) SS,687401,Joey Ortiz,,,
778394,Brewers,False,(L) 2B,668930,Brice Turang,,,
778394,Rockies,True,(R) CF,686668,Brenton Doyle,,,
778394,Rockies,True,(R) SS,678662,Ezequiel Tovar,,,
778394,Rockies,True,(L) 3B,641857,Ryan McMahon,,,
778394,Rockies,True,(R) DH,592178,Kris Bryant,,,
778394,Rockies,True,(R) 2B,571657,Kyle Farmer,,,
778394,Rockies,True,(S) 1B,669911,Michael Toglia,,,
778394,Rockies,True,(L) RF,691728,Zac Veen,,,
778394,Rockies,True,(R) C,607732,Jacob Stallings,,,
778394,Rockies,True,(L) LF,666160,Mickey Moniak,,,
778396,Orioles,False,P,450203,Charlie Morton,RHP,8.78,17
778396,D-backs,True,P,518876,Merrill Kelly,RHP,7.20,7
778396,Orioles,False,(L) SS,683002,Gunnar Henderson,,,
778396,Orioles,False,(S) DH,668939,Adley Rutschman,,,
778396,Orioles,False,(L) 1B,656811,Ryan O'Hearn,,,
778396,Orioles,False,(R) 3B,676059,Jordan Westburg,,,
778396,Orioles,False,(L) CF,656775,Cedric Mullins,,,
778396,Orioles,False,(R) RF,641933,Tyler O'Neill,,,
778396,Orioles,False,(L) LF,677008,Heston Kjerstad,,,
778396,Orioles,False,(R) C,596142,Gary Sánchez,,,
778396,Orioles,False,(L) 2B,702616,Jackson Holliday,,,
778396,D-backs,True,(L) RF,682998,Corbin Carroll,,,
778396,D-backs,True,(S) SS,672695,Geraldo Perdomo,,,
778396,D-backs,True,(L) DH,656976,Pavin Smith,,,
778396,D-backs,True,(L) 1B,647304,Josh Naylor,,,
778396,D-backs,True,(R) LF,666971,Lourdes Gurriel Jr.,,,
778396,D-backs,True,(R) 3B,553993,Eugenio Suárez,,,
778396,D-backs,True,(R) C,672515,Gabriel Moreno,,,
778396,D-backs,True,(L) CF,677950,Alek Thomas,,,
778396,D-backs,True,(R) 2B,641658,Garrett Hampson,,,
778398,Astros,False,P,664285,Framber Valdez,LHP,2.50,21
778398,Mariners,True,P,622491,Luis Castillo,RHP,2.12,15
778398,Astros,False,(R) LF,514888,Jose Altuve,,,
778398,Astros,False,(R) 3B,670623,Isaac Paredes,,,
778398,Astros,False,(L) DH,670541,Yordan Alvarez,,,
778398,Astros,False,(R) 1B,572233,Christian Walker,,,
778398,Astros,False,(R) SS,665161,Jeremy Peña,,,
778398,Astros,False,(R) 2B,663898,Brendan Rodgers,,,
778398,Astros,False,(R) C,673237,Yainer Diaz,,,
778398,Astros,False,(R) RF,701358,Cam Smith,,,
778398,Astros,False,(R) CF,676694,Jake Meyers,,,
778398,Mariners,True,(R) 3B,664238,Dylan Moore,,,
778398,Mariners,True,(R) CF,677594,Julio Rodríguez,,,
778398,Mariners,True,(S) DH,663728,Cal Raleigh,,,
778398,Mariners,True,(R) LF,668227,Randy Arozarena,,,
778398,Mariners,True,(R) C,641598,Mitch Garver,,,
778398,Mariners,True,(R) 1B,456781,Donovan Solano,,,
778398,Mariners,True,(L) RF,670042,Luke Raley,,,
778398,Mariners,True,(R) 2B,669208,Ryan Bliss,,,
778398,Mariners,True,(L) SS,641487,J.P. Crawford,,,
778397,Reds,False,P,666157,Nick Lodolo,LHP,0.96,8
778397,Giants,True,P,694738,Landen Roupp,RHP,3.60,12
778397,Reds,False,(L) CF,670770,TJ Friedl,,,
778397,Reds,False,(R) LF,694362,Blake Dunn,,,
778397,Reds,False,(S) SS,682829,Elly De La Cruz,,,
778397,Reds,False,(L) 2B,666158,Gavin Lux,,,
778397,Reds,False,(R) 1B,687952,Christian Encarnacion-Strand,,,
778397,Reds,False,(S) 3B,600869,Jeimer Candelario,,,
778397,Reds,False,(R) DH,668715,Spencer Steer,,,
778397,Reds,False,(L) RF,641584,Jake Fraley,,,
778397,Reds,False,(R) C,624431,Jose Trevino,,,
778397,Giants,True,(R) LF,671218,Heliot Ramos,,,
778397,Giants,True,(R) SS,642715,Willy Adames,,,
778397,Giants,True,(L) CF,808982,Jung Hoo Lee,,,
778397,Giants,True,(R) 3B,656305,Matt Chapman,,,
778397,Giants,True,(R) DH,527038,Wilmer Flores,,,
778397,Giants,True,(R) RF,682641,Luis Matos,,,
778397,Giants,True,(R) 1B,669477,Casey Schmitt,,,
778397,Giants,True,(R) 2B,666149,Tyler Fitzgerald,,,
778397,Giants,True,(R) C,669087,Sam Huff,,,
778395,Padres,False,P,656302,Dylan Cease,RHP,7.98,18
778395,Athletics,True,P,605488,Jeffrey Springs,LHP,4.20,16
778395,Padres,False,(R) RF,665487,Fernando Tatis Jr.,,,
778395,Padres,False,(L) DH,650333,Luis Arraez,,,
778395,Padres,False,(R) 3B,592518,Manny Machado,,,
778395,Padres,False,(R) SS,593428,Xander Bogaerts,,,
778395,Padres,False,(R) 1B,493329,Yuli Gurriel,,,
778395,Padres,False,(L) 2B,630105,Jake Cronenworth,,,
778395,Padres,False,(R) LF,578428,Jose Iglesias,,,
778395,Padres,False,(R) CF,663604,Brandon Lockridge,,,
778395,Padres,False,(R) C,455117,Martín Maldonado,,,
778395,Athletics,True,(L) RF,671732,Lawrence Butler,,,
778395,Athletics,True,(R) DH,667670,Brent Rooker,,,
778395,Athletics,True,(L) 1B,691016,Tyler Soderstrom,,,
778395,Athletics,True,(R) C,669127,Shea Langeliers,,,
778395,Athletics,True,(L) CF,668709,JJ Bleday,,,
778395,Athletics,True,(R) LF,609280,Miguel Andujar,,,
778395,Athletics,True,(R) SS,805779,Jacob Wilson,,,
778395,Athletics,True,(R) 3B,570482,Gio Urshela,,,
778395,Athletics,True,(R) 2B,691777,Max Muncy,,,
